고객ID,성별,연령,결혼여부,부양자유무,부양자수,추천횟수,영수증발급여부,과금방식,보안서비스,백업서비스,기술지원서비스,데이터무제한,데이터사용량,시작일,종료일,고객이탈여부,이탈가능점수,이탈유형,LTV,만족도,로밍사용료,시작일_dt,종료일_dt,유지기간,총과금액,유지기간(년),데이터사용구간,고객월평균납부액
C-11424,여성,40,Yes,Yes,3,10,No,신용카드,No,No,No,No,0,2019-09-01,2022-01-01,No,31,,4146,5,14460,2019-09-01,2022-01-01,28,620100,2,1GB 미만,22146.428571428572
C-11425,남성,56,No,No,0,0,No,신용카드,No,No,No,No,0,2015-08-01,2022-01-01,No,73,,5707,5,5540,2015-08-01,2022-01-01,77,2335000,6,1GB 미만,30324.675324675325
C-11426,여성,39,Yes,No,0,1,No,계좌이체,No,No,Yes,No,4,2021-02-01,2021-07-01,Yes,69,Price,3889,3,16840,2021-02-01,2021-07-01,6,471000,0,1GB 미만,78500.0
C-11427,여성,50,No,No,0,0,Yes,계좌이체,No,No,No,Yes,26,2016-06-01,2022-01-01,No,46,,5832,4,10060,2016-06-01,2022-01-01,67,5716100,5,2GB 이상 3GB 미만,85314.92537313433
C-11428,남성,31,No,No,0,0,No,신용카드,No,No,No,Yes,26,2020-12-01,2022-01-01,No,69,,3631,4,27910,2020-12-01,2022-01-01,13,750000,1,2GB 이상 3GB 미만,57692.307692307695
C-11429,여성,41,Yes,No,0,1,Yes,신용카드,No,No,Yes,No,22,2018-04-01,2022-01-01,No,76,,4639,3,11640,2018-04-01,2022-01-01,45,5017500,3,2GB 이상 3GB 미만,111500.0
C-11430,여성,80,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,21,2018-07-01,2022-01-01,No,59,,5655,4,47350,2018-07-01,2022-01-01,42,5184500,3,2GB 이상 3GB 미만,123440.47619047618
C-11431,남성,49,Yes,No,0,7,No,신용카드,No,No,No,Yes,10,2018-12-01,2022-01-01,No,49,,2950,5,13110,2018-12-01,2022-01-01,37,2405100,3,1GB 이상 2GB 미만,65002.7027027027
C-11432,남성,29,No,No,0,0,Yes,신용카드,Yes,Yes,No,Yes,85,2021-02-01,2021-05-01,Yes,70,Other,2095,1,0,2021-02-01,2021-05-01,4,162600,0,8GB 이상,40650.0
C-11433,여성,42,No,No,0,0,No,신용카드,No,Yes,No,Yes,30,2020-10-01,2021-02-01,Yes,90,Other,4930,3,11070,2020-10-01,2021-02-01,5,294400,0,3GB 이상 4GB 미만,58880.0
C-11434,남성,31,No,No,0,0,No,신용카드,No,No,No,No,0,2020-12-01,2022-01-01,No,52,,2810,5,21240,2020-12-01,2022-01-01,13,381400,1,1GB 미만,29338.46153846154
C-11435,여성,57,No,No,0,0,Yes,신용카드,No,No,No,Yes,29,2020-08-01,2021-10-01,Yes,81,Attitude,4107,1,11640,2020-08-01,2021-10-01,15,1562700,1,2GB 이상 3GB 미만,104180.0
C-11436,남성,52,No,No,0,0,No,신용카드,No,No,No,No,18,2018-12-01,2021-01-01,Yes,75,Dissatisfaction,4881,1,28140,2018-12-01,2021-01-01,26,2148300,2,1GB 이상 2GB 미만,82626.92307692308
C-11437,남성,43,No,No,0,0,Yes,이체/메일확인,No,No,No,No,0,2018-12-01,2022-01-01,No,58,,3848,5,19890,2018-12-01,2022-01-01,37,864700,3,1GB 미만,23370.27027027027
C-11438,여성,23,No,No,0,1,Yes,신용카드,Yes,Yes,Yes,Yes,59,2015-01-01,2022-01-01,No,38,,5076,3,1920,2015-01-01,2022-01-01,84,11465600,7,5GB 이상 6GB 미만,136495.2380952381
C-11439,남성,60,No,No,0,0,No,신용카드,No,No,No,No,0,2017-05-01,2022-01-01,No,35,,4220,4,20450,2017-05-01,2022-01-01,56,1300600,4,1GB 미만,23225.0
C-11440,여성,44,No,No,0,0,Yes,계좌이체,Yes,No,No,Yes,22,2019-07-01,2022-01-01,No,53,,4792,4,16950,2019-07-01,2022-01-01,30,2616600,2,2GB 이상 3GB 미만,87220.0
C-11441,여성,66,No,No,0,0,Yes,계좌이체,No,No,No,No,20,2020-06-01,2022-01-01,No,38,,2107,3,29720,2020-06-01,2022-01-01,19,2004200,1,2GB 이상 3GB 미만,105484.21052631579
C-11442,여성,39,Yes,No,0,9,Yes,계좌이체,No,No,Yes,Yes,24,2016-02-01,2022-01-01,No,52,,6225,5,28020,2016-02-01,2022-01-01,71,6008500,5,2GB 이상 3GB 미만,84626.76056338029
C-11443,여성,53,Yes,No,0,7,Yes,계좌이체,No,Yes,Yes,No,24,2015-03-01,2022-01-01,No,32,,4032,4,10510,2015-03-01,2022-01-01,82,8142400,6,2GB 이상 3GB 미만,99297.56097560975
C-11444,여성,49,Yes,Yes,3,5,Yes,계좌이체,No,No,No,No,0,2017-09-01,2022-01-01,No,37,,2211,3,55600,2017-09-01,2022-01-01,52,1606500,4,1GB 미만,30894.23076923077
C-11445,여성,47,No,Yes,3,0,Yes,계좌이체,Yes,Yes,No,No,21,2018-03-01,2022-01-01,No,39,,5432,4,37180,2018-03-01,2022-01-01,46,5653100,3,2GB 이상 3GB 미만,122893.47826086957
C-11446,여성,37,No,No,0,0,Yes,신용카드,No,Yes,No,No,30,2020-08-01,2022-01-01,No,67,,2689,4,51640,2020-08-01,2022-01-01,17,1690900,1,3GB 이상 4GB 미만,99464.70588235294
C-11447,남성,63,No,No,0,0,Yes,계좌이체,No,No,No,Yes,24,2021-08-01,2021-09-01,Yes,73,Competitor,2600,1,15930,2021-08-01,2021-09-01,2,107600,0,2GB 이상 3GB 미만,53800.0
C-11448,남성,39,Yes,Yes,2,1,No,신용카드,Yes,Yes,No,Yes,19,2015-05-01,2022-01-01,No,68,,4112,3,0,2015-05-01,2022-01-01,80,4217400,6,1GB 이상 2GB 미만,52717.5
C-11449,여성,40,Yes,Yes,1,8,Yes,신용카드,No,No,No,No,0,2019-11-01,2022-01-01,No,68,,2966,4,17290,2019-11-01,2022-01-01,26,625600,2,1GB 미만,24061.53846153846
C-11450,남성,49,No,No,0,0,No,신용카드,No,No,Yes,Yes,6,2019-06-01,2022-01-01,No,35,,3402,5,10850,2019-06-01,2022-01-01,31,3370900,2,1GB 미만,108738.70967741935
C-11451,여성,51,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,23,2021-06-01,2021-10-01,Yes,76,Other,5274,3,11980,2021-06-01,2021-10-01,5,394100,0,2GB 이상 3GB 미만,78820.0
C-11452,여성,55,Yes,No,0,1,Yes,신용카드,No,No,No,No,0,2015-06-01,2022-01-01,No,32,,5887,5,39890,2015-06-01,2022-01-01,79,2360300,6,1GB 미만,29877.21518987342
C-11453,여성,70,Yes,No,0,1,No,계좌이체,Yes,Yes,No,Yes,2,2016-11-01,2022-01-01,No,54,,5211,3,10400,2016-11-01,2022-01-01,62,7919200,5,1GB 미만,127729.03225806452
C-11454,남성,47,No,No,0,0,Yes,신용카드,Yes,No,No,Yes,4,2017-06-01,2022-01-01,No,70,,5268,3,0,2017-06-01,2022-01-01,55,2346300,4,1GB 미만,42660.0
C-11455,남성,33,Yes,No,0,3,No,신용카드,No,No,No,No,0,2016-02-01,2022-01-01,No,28,,4149,3,28930,2016-02-01,2022-01-01,71,1631400,5,1GB 미만,22977.464788732395
C-11456,남성,31,No,No,0,0,No,계좌이체,No,No,No,No,0,2018-10-01,2022-01-01,No,28,,3428,5,37740,2018-10-01,2022-01-01,39,905700,3,1GB 미만,23223.076923076922
C-11457,여성,21,No,No,0,1,No,신용카드,Yes,Yes,No,No,30,2019-11-01,2021-09-01,Yes,87,Dissatisfaction,4626,1,48590,2019-11-01,2021-09-01,23,1642400,1,3GB 이상 4GB 미만,71408.69565217392
C-11458,여성,27,Yes,No,0,4,No,계좌이체,No,Yes,No,Yes,52,2017-09-01,2022-01-01,No,41,,2654,3,47570,2017-09-01,2022-01-01,52,3901500,4,5GB 이상 6GB 미만,75028.84615384616
C-11459,여성,55,Yes,No,0,1,Yes,계좌이체,Yes,No,Yes,Yes,4,2018-11-01,2021-12-01,Yes,79,Attitude,3599,1,34130,2018-11-01,2021-12-01,38,4489900,3,1GB 미만,118155.26315789473
C-11460,여성,42,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,21,2020-02-01,2021-05-01,Yes,65,Dissatisfaction,2813,3,48360,2020-02-01,2021-05-01,16,1527400,1,2GB 이상 3GB 미만,95462.5
C-11461,여성,37,No,No,0,0,Yes,신용카드,No,No,Yes,Yes,11,2018-09-01,2022-01-01,No,26,,2885,3,3730,2018-09-01,2022-01-01,40,2606000,3,1GB 이상 2GB 미만,65150.0
C-11462,남성,20,No,No,0,1,Yes,신용카드,No,No,No,Yes,82,2020-01-01,2021-02-01,Yes,89,Dissatisfaction,4800,3,46560,2020-01-01,2021-02-01,14,1246900,1,8GB 이상,89064.28571428571
C-11463,남성,26,No,No,0,0,No,신용카드,No,No,No,No,0,2020-08-01,2022-01-01,No,51,,2483,4,25090,2020-08-01,2022-01-01,17,395700,1,1GB 미만,23276.470588235294
C-11464,남성,25,Yes,Yes,2,1,Yes,신용카드,Yes,Yes,Yes,Yes,52,2016-07-01,2022-01-01,No,49,,5725,3,27800,2016-07-01,2022-01-01,66,5172100,5,5GB 이상 6GB 미만,78365.15151515152
C-11465,남성,45,Yes,Yes,2,7,No,계좌이체,No,Yes,Yes,Yes,16,2015-10-01,2022-01-01,No,24,,5374,5,0,2015-10-01,2022-01-01,75,3445400,6,1GB 이상 2GB 미만,45938.666666666664
C-11466,여성,31,Yes,Yes,2,10,No,신용카드,No,No,No,No,0,2019-05-01,2022-01-01,No,43,,2698,3,16720,2019-05-01,2022-01-01,32,750200,2,1GB 미만,23443.75
C-11467,여성,23,No,No,0,0,Yes,계좌이체,Yes,Yes,Yes,Yes,71,2017-03-01,2021-01-01,Yes,99,Other,3322,2,48590,2017-03-01,2021-01-01,47,5838700,3,7GB 이상 8GB 미만,124227.65957446808
C-11468,여성,20,No,No,0,8,Yes,계좌이체,Yes,Yes,Yes,No,48,2015-01-01,2022-01-01,No,59,,5527,3,42380,2015-01-01,2022-01-01,84,9145000,7,4GB 이상 5GB 미만,108869.04761904762
C-11469,여성,48,Yes,No,0,3,No,신용카드,No,No,No,No,0,2015-02-01,2022-01-01,No,68,,5063,5,12660,2015-02-01,2022-01-01,83,2524000,6,1GB 미만,30409.63855421687
C-11470,남성,22,No,No,0,5,Yes,신용카드,No,No,No,No,0,2018-05-01,2022-01-01,No,42,,4363,4,39660,2018-05-01,2022-01-01,44,986700,3,1GB 미만,22425.0
C-11471,여성,65,No,No,0,0,Yes,계좌이체,No,Yes,No,No,23,2015-02-01,2022-01-01,No,60,,5479,3,28930,2015-02-01,2022-01-01,83,10463900,6,2GB 이상 3GB 미만,126071.0843373494
C-11472,여성,69,No,No,0,0,No,신용카드,Yes,Yes,Yes,No,22,2015-02-01,2022-01-01,No,33,,4994,3,42260,2015-02-01,2022-01-01,83,8735500,6,2GB 이상 3GB 미만,105246.98795180723
C-11473,남성,29,Yes,No,0,2,No,계좌이체,Yes,Yes,Yes,Yes,69,2015-02-01,2022-01-01,No,69,,4384,3,45880,2015-02-01,2022-01-01,83,6410200,6,6GB 이상 7GB 미만,77231.32530120482
C-11474,남성,22,No,No,0,0,Yes,신용카드,No,No,No,Yes,42,2019-03-01,2022-01-01,No,32,,4838,3,17850,2019-03-01,2022-01-01,34,2807800,2,4GB 이상 5GB 미만,82582.35294117648
C-11475,여성,46,No,No,0,0,Yes,계좌이체,No,No,No,Yes,27,2020-10-01,2021-10-01,Yes,89,Dissatisfaction,5239,1,28820,2020-10-01,2021-10-01,13,1414500,1,2GB 이상 3GB 미만,108807.69230769231
C-11476,남성,47,Yes,Yes,3,4,Yes,계좌이체,No,No,No,No,0,2015-05-01,2022-01-01,No,70,,6492,3,22370,2015-05-01,2022-01-01,80,1882600,6,1GB 미만,23532.5
C-11477,남성,30,No,No,0,0,No,계좌이체,Yes,No,No,Yes,76,2020-11-01,2022-01-01,No,25,,3477,4,14240,2020-11-01,2022-01-01,14,842200,1,7GB 이상 8GB 미만,60157.142857142855
C-11478,여성,68,No,No,0,0,Yes,계좌이체,Yes,Yes,No,Yes,22,2018-08-01,2022-01-01,No,30,,2044,3,10060,2018-08-01,2022-01-01,41,2768500,3,2GB 이상 3GB 미만,67524.39024390244
C-11479,여성,36,No,No,0,0,Yes,신용카드,No,Yes,No,Yes,19,2021-03-01,2021-10-01,Yes,68,Attitude,4414,2,0,2021-03-01,2021-10-01,8,381800,0,1GB 이상 2GB 미만,47725.0
C-11480,남성,23,No,No,0,0,Yes,계좌이체,No,No,No,Yes,41,2020-01-01,2022-01-01,No,71,,2968,5,45310,2020-01-01,2022-01-01,24,2224900,2,4GB 이상 5GB 미만,92704.16666666667
C-11481,여성,31,No,No,0,0,No,신용카드,Yes,Yes,No,Yes,8,2018-03-01,2022-01-01,No,46,,4027,4,48820,2018-03-01,2022-01-01,46,3077100,3,1GB 미만,66893.47826086957
C-11482,여성,27,Yes,No,0,1,Yes,계좌이체,Yes,No,Yes,Yes,51,2019-04-01,2021-02-01,Yes,91,Dissatisfaction,3410,1,14800,2019-04-01,2021-02-01,23,2126300,1,5GB 이상 6GB 미만,92447.82608695653
C-11483,여성,37,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,13,2020-03-01,2021-06-01,Yes,96,Other,3579,3,27800,2020-03-01,2021-06-01,16,1603800,1,1GB 이상 2GB 미만,100237.5
C-11484,여성,61,Yes,No,0,10,Yes,신용카드,No,No,Yes,Yes,17,2017-09-01,2022-01-01,No,45,,5257,4,45200,2017-09-01,2022-01-01,52,4810700,4,1GB 이상 2GB 미만,92513.46153846153
C-11485,여성,22,No,No,0,5,Yes,신용카드,Yes,Yes,No,Yes,48,2015-01-01,2022-01-01,No,43,,5274,4,25650,2015-01-01,2022-01-01,84,9431600,7,4GB 이상 5GB 미만,112280.95238095238
C-11486,여성,57,Yes,No,0,2,Yes,계좌이체,Yes,Yes,No,Yes,15,2015-01-01,2022-01-01,No,33,,4700,3,0,2015-01-01,2022-01-01,84,4881500,7,1GB 이상 2GB 미만,58113.09523809524
C-11487,여성,60,No,No,0,0,No,신용카드,Yes,No,Yes,Yes,15,2017-04-01,2022-01-01,No,56,,2280,3,50060,2017-04-01,2022-01-01,57,5020400,4,1GB 이상 2GB 미만,88077.19298245614
C-11488,남성,47,Yes,Yes,1,9,No,계좌이체,Yes,Yes,Yes,Yes,19,2015-01-01,2022-01-01,No,25,,4004,3,27230,2015-01-01,2022-01-01,84,10937800,7,1GB 이상 2GB 미만,130211.90476190476
C-11489,여성,38,Yes,No,0,7,No,신용카드,Yes,Yes,Yes,Yes,27,2015-02-01,2022-01-01,No,30,,4658,3,22490,2015-02-01,2022-01-01,83,8634300,6,2GB 이상 3GB 미만,104027.7108433735
C-11490,남성,74,Yes,No,0,6,Yes,신용카드,Yes,No,No,Yes,13,2019-07-01,2022-01-01,No,30,,2422,3,6440,2019-07-01,2022-01-01,30,2093000,2,1GB 이상 2GB 미만,69766.66666666667
C-11491,여성,40,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,23,2017-09-01,2021-08-01,Yes,97,Other,3631,2,50060,2017-09-01,2021-08-01,48,4831000,4,2GB 이상 3GB 미만,100645.83333333333
C-11492,여성,65,Yes,Yes,1,4,Yes,계좌이체,No,Yes,No,Yes,23,2015-05-01,2022-01-01,No,31,,5583,4,0,2015-05-01,2022-01-01,80,4966900,6,2GB 이상 3GB 미만,62086.25
C-11493,여성,52,No,No,0,0,Yes,계좌이체,No,Yes,No,No,13,2015-05-01,2022-01-01,No,70,,5914,3,22940,2015-05-01,2022-01-01,80,7650000,6,1GB 이상 2GB 미만,95625.0
C-11494,남성,25,No,No,0,0,Yes,계좌이체,No,No,No,Yes,41,2021-07-01,2021-08-01,Yes,77,Competitor,3086,1,40790,2021-07-01,2021-08-01,2,191800,0,4GB 이상 5GB 미만,95900.0
C-11495,여성,59,Yes,No,0,5,Yes,계좌이체,Yes,No,Yes,Yes,26,2018-03-01,2022-01-01,No,73,,3012,4,13900,2018-03-01,2022-01-01,46,3297200,3,2GB 이상 3GB 미만,71678.26086956522
C-11496,여성,24,No,No,0,2,Yes,신용카드,No,No,No,Yes,82,2019-01-01,2022-01-01,No,72,,3816,4,50740,2019-01-01,2022-01-01,36,3370400,3,8GB 이상,93622.22222222222
C-11497,남성,71,Yes,Yes,1,1,Yes,계좌이체,Yes,Yes,Yes,No,10,2016-03-01,2022-01-01,No,58,,5035,3,20790,2016-03-01,2022-01-01,70,7425400,5,1GB 이상 2GB 미만,106077.14285714286
C-11498,남성,75,No,No,0,0,Yes,계좌이체,No,No,No,No,13,2020-06-01,2021-01-01,Yes,70,Competitor,2015,3,44640,2020-06-01,2021-01-01,8,816300,0,1GB 이상 2GB 미만,102037.5
C-11499,남성,58,No,No,0,0,No,계좌이체,No,Yes,No,Yes,27,2021-05-01,2021-06-01,Yes,85,Competitor,3718,1,1470,2021-05-01,2021-06-01,2,129200,0,2GB 이상 3GB 미만,64600.0
C-11500,남성,56,No,No,0,0,Yes,이체/메일확인,Yes,No,No,Yes,22,2021-01-01,2021-08-01,Yes,90,Attitude,3736,1,38990,2021-01-01,2021-08-01,8,460000,0,2GB 이상 3GB 미만,57500.0
C-11501,여성,66,Yes,No,0,8,No,계좌이체,No,No,Yes,Yes,19,2017-12-01,2022-01-01,No,62,,4048,4,17630,2017-12-01,2022-01-01,49,5124300,4,1GB 이상 2GB 미만,104577.55102040817
C-11502,남성,34,Yes,Yes,1,6,No,신용카드,No,No,No,No,0,2016-09-01,2022-01-01,No,28,,5535,3,33450,2016-09-01,2022-01-01,64,1855700,5,1GB 미만,28995.3125
C-11503,여성,42,Yes,Yes,2,9,Yes,계좌이체,No,No,No,No,0,2017-04-01,2022-01-01,No,71,,5169,4,24520,2017-04-01,2022-01-01,57,1374900,4,1GB 미만,24121.052631578947
C-11504,남성,60,Yes,Yes,2,4,No,신용카드,No,No,No,No,0,2017-06-01,2022-01-01,No,51,,4432,4,3160,2017-06-01,2022-01-01,55,1560800,4,1GB 미만,28378.18181818182
C-11505,여성,23,No,No,0,10,No,계좌이체,Yes,Yes,No,Yes,27,2018-11-01,2022-01-01,No,72,,2817,3,48590,2018-11-01,2022-01-01,38,3624100,3,2GB 이상 3GB 미만,95371.05263157895
C-11506,남성,62,No,No,0,0,No,계좌이체,No,Yes,No,Yes,28,2016-05-01,2022-01-01,No,58,,5601,3,12430,2016-05-01,2022-01-01,68,7832600,5,2GB 이상 3GB 미만,115185.29411764706
C-11507,여성,40,No,No,0,0,No,계좌이체,No,No,No,No,15,2020-12-01,2022-01-01,No,28,,4831,5,0,2020-12-01,2022-01-01,13,370000,1,1GB 이상 2GB 미만,28461.53846153846
C-11508,여성,36,Yes,Yes,2,1,No,계좌이체,No,Yes,Yes,Yes,26,2015-05-01,2022-01-01,No,43,,4732,4,28480,2015-05-01,2022-01-01,80,7937300,6,2GB 이상 3GB 미만,99216.25
C-11509,남성,25,Yes,No,0,3,Yes,신용카드,No,Yes,No,No,27,2018-10-01,2022-01-01,No,49,,2068,4,0,2018-10-01,2022-01-01,39,2103600,3,2GB 이상 3GB 미만,53938.46153846154
C-11510,남성,35,No,No,0,0,Yes,계좌이체,No,No,No,Yes,14,2020-04-01,2022-01-01,No,69,,4867,5,13000,2020-04-01,2022-01-01,21,2080100,1,1GB 이상 2GB 미만,99052.38095238095
C-11511,남성,59,No,No,0,0,Yes,신용카드,No,No,No,Yes,5,2020-10-01,2021-06-01,Yes,100,Other,3721,2,40120,2020-10-01,2021-06-01,9,491500,0,1GB 미만,54611.11111111111
C-11512,여성,49,No,No,0,0,No,신용카드,No,No,No,No,0,2020-12-01,2022-01-01,No,21,,5566,3,3280,2020-12-01,2022-01-01,13,326800,1,1GB 미만,25138.46153846154
C-11513,남성,41,Yes,Yes,1,5,Yes,계좌이체,Yes,Yes,Yes,No,18,2015-02-01,2022-01-01,No,62,,6481,3,29830,2015-02-01,2022-01-01,83,11431600,6,1GB 이상 2GB 미만,137730.1204819277
C-11514,여성,47,No,No,0,0,No,계좌이체,No,No,No,No,0,2020-06-01,2021-09-01,Yes,87,Price,5379,1,37400,2020-06-01,2021-09-01,16,374300,1,1GB 미만,23393.75
C-11515,여성,38,Yes,No,0,1,No,계좌이체,Yes,Yes,Yes,Yes,14,2015-05-01,2021-03-01,Yes,95,Price,6173,1,6220,2015-05-01,2021-03-01,71,7891400,5,1GB 이상 2GB 미만,111146.47887323944
C-11516,여성,39,Yes,No,0,9,Yes,신용카드,Yes,No,Yes,Yes,24,2015-01-01,2022-01-01,No,72,,6361,4,12320,2015-01-01,2022-01-01,84,8510600,7,2GB 이상 3GB 미만,101316.66666666667
C-11517,여성,22,No,No,0,0,Yes,계좌이체,No,Yes,Yes,Yes,51,2019-04-01,2022-01-01,No,36,,5324,3,6890,2019-04-01,2022-01-01,33,3884100,2,5GB 이상 6GB 미만,117700.0
C-11518,여성,45,No,No,0,0,No,신용카드,No,No,No,No,0,2016-07-01,2022-01-01,No,57,,5755,5,29720,2016-07-01,2022-01-01,66,1554100,5,1GB 미만,23546.969696969696
C-11519,여성,31,No,No,0,10,No,신용카드,No,No,No,No,0,2020-05-01,2022-01-01,No,58,,3598,5,14920,2020-05-01,2022-01-01,20,449700,1,1GB 미만,22485.0
C-11520,여성,34,No,No,0,0,Yes,신용카드,No,No,No,Yes,16,2019-01-01,2022-01-01,No,66,,5394,5,5420,2019-01-01,2022-01-01,36,2109800,3,1GB 이상 2GB 미만,58605.555555555555
C-11521,여성,20,No,No,0,3,No,신용카드,No,No,No,No,0,2017-01-01,2022-01-01,No,68,,5461,5,15030,2017-01-01,2022-01-01,60,1381600,5,1GB 미만,23026.666666666668
C-11522,여성,22,No,No,0,0,No,신용카드,No,No,No,Yes,58,2021-05-01,2021-06-01,Yes,81,Dissatisfaction,3638,2,40230,2021-05-01,2021-06-01,2,151900,0,5GB 이상 6GB 미만,75950.0
C-11523,여성,41,Yes,Yes,3,6,Yes,신용카드,No,No,No,No,0,2020-08-01,2022-01-01,No,20,,3181,5,7570,2020-08-01,2022-01-01,17,502000,1,1GB 미만,29529.41176470588
C-11524,남성,20,No,No,0,1,No,신용카드,Yes,No,No,Yes,52,2019-08-01,2022-01-01,No,73,,3522,3,0,2019-08-01,2022-01-01,29,1538900,2,5GB 이상 6GB 미만,53065.51724137931
C-11525,남성,48,Yes,No,0,2,Yes,계좌이체,Yes,Yes,Yes,No,14,2015-01-01,2022-01-01,No,55,,4278,3,33670,2015-01-01,2022-01-01,84,7748900,7,1GB 이상 2GB 미만,92248.80952380953
C-11526,여성,30,Yes,Yes,2,4,Yes,신용카드,No,Yes,No,Yes,59,2015-01-01,2022-01-01,No,71,,5560,4,33560,2015-01-01,2022-01-01,84,10263100,7,5GB 이상 6GB 미만,122179.76190476191
C-11527,여성,75,No,No,0,0,Yes,계좌이체,No,No,No,Yes,24,2020-07-01,2022-01-01,No,71,,4611,5,0,2020-07-01,2022-01-01,18,899400,1,2GB 이상 3GB 미만,49966.666666666664
C-11528,여성,21,No,No,0,9,No,신용카드,Yes,Yes,Yes,No,59,2015-01-01,2022-01-01,No,79,,4288,4,25310,2015-01-01,2022-01-01,84,7761300,7,5GB 이상 6GB 미만,92396.42857142857
C-11529,여성,36,Yes,Yes,1,1,No,신용카드,No,No,No,Yes,22,2020-11-01,2021-03-01,Yes,90,Dissatisfaction,5386,1,14580,2020-11-01,2021-03-01,5,286200,0,2GB 이상 3GB 미만,57240.0
C-11530,남성,55,Yes,Yes,2,9,No,신용카드,No,No,No,No,0,2015-11-01,2022-01-01,No,40,,6403,5,12660,2015-11-01,2022-01-01,74,1812200,6,1GB 미만,24489.18918918919
C-11531,여성,29,No,No,0,0,Yes,계좌이체,Yes,No,Yes,Yes,71,2018-04-01,2021-07-01,Yes,73,Attitude,2767,1,5090,2018-04-01,2021-07-01,40,4493100,3,7GB 이상 8GB 미만,112327.5
C-11532,남성,27,Yes,Yes,2,3,No,신용카드,No,No,No,No,0,2020-12-01,2022-01-01,No,54,,4540,4,31080,2020-12-01,2022-01-01,13,347100,1,1GB 미만,26700.0
C-11533,여성,56,Yes,No,0,4,Yes,계좌이체,Yes,Yes,Yes,Yes,12,2016-10-01,2022-01-01,No,63,,4207,3,53340,2016-10-01,2022-01-01,63,4532200,5,1GB 이상 2GB 미만,71939.68253968254
C-11534,남성,20,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,47,2016-12-01,2021-10-01,Yes,74,Competitor,6105,1,50290,2016-12-01,2021-10-01,59,7186100,4,4GB 이상 5GB 미만,121798.30508474576
C-11535,남성,44,No,Yes,2,0,Yes,신용카드,No,Yes,No,Yes,13,2017-11-01,2022-01-01,No,55,,3571,5,1470,2017-11-01,2022-01-01,50,4772800,4,1GB 이상 2GB 미만,95456.0
C-11536,남성,29,No,No,0,0,No,계좌이체,Yes,No,No,Yes,48,2018-04-01,2022-01-01,No,54,,3957,4,29040,2018-04-01,2022-01-01,45,4250600,3,4GB 이상 5GB 미만,94457.77777777778
C-11537,남성,20,No,No,0,0,No,신용카드,No,No,No,No,0,2019-05-01,2022-01-01,No,32,,4958,3,35030,2019-05-01,2022-01-01,32,743100,2,1GB 미만,23221.875
C-11538,여성,58,Yes,No,0,9,No,계좌이체,No,Yes,Yes,Yes,2,2018-06-01,2022-01-01,No,24,,3491,4,32210,2018-06-01,2022-01-01,43,4073100,3,1GB 미만,94723.25581395348
C-11539,여성,57,Yes,No,0,3,Yes,계좌이체,No,Yes,No,Yes,16,2020-02-01,2021-10-01,Yes,84,Dissatisfaction,4223,2,32540,2020-02-01,2021-10-01,21,2628600,1,1GB 이상 2GB 미만,125171.42857142857
C-11540,남성,47,Yes,Yes,2,4,No,계좌이체,Yes,Yes,No,Yes,12,2015-09-01,2022-01-01,No,48,,5168,3,55940,2015-09-01,2022-01-01,76,7193000,6,1GB 이상 2GB 미만,94644.73684210527
C-11541,남성,34,Yes,No,0,3,No,신용카드,Yes,Yes,Yes,Yes,9,2015-01-01,2022-01-01,No,55,,4766,3,50960,2015-01-01,2022-01-01,84,7919400,7,1GB 미만,94278.57142857143
C-11542,남성,22,No,No,0,9,Yes,계좌이체,No,No,No,Yes,82,2020-04-01,2022-01-01,No,27,,2993,3,34470,2020-04-01,2022-01-01,21,2161600,1,8GB 이상,102933.33333333333
C-11543,남성,24,No,No,0,0,No,계좌이체,Yes,No,No,Yes,48,2015-12-01,2022-01-01,No,22,,4344,3,51640,2015-12-01,2022-01-01,73,8931000,6,4GB 이상 5GB 미만,122342.46575342465
C-11544,남성,63,No,No,0,0,Yes,신용카드,Yes,Yes,Yes,Yes,28,2016-09-01,2022-01-01,No,69,,4322,3,36160,2016-09-01,2022-01-01,64,6440600,5,2GB 이상 3GB 미만,100634.375
C-11545,여성,29,Yes,Yes,2,10,No,계좌이체,Yes,Yes,Yes,Yes,69,2015-04-01,2022-01-01,No,33,,4180,4,0,2015-04-01,2022-01-01,81,4367500,6,6GB 이상 7GB 미만,53919.753086419754
C-11546,여성,33,No,No,0,0,Yes,신용카드,No,Yes,No,No,23,2020-12-01,2022-01-01,No,57,,2742,4,20340,2020-12-01,2022-01-01,13,1249900,1,2GB 이상 3GB 미만,96146.15384615384
C-11547,남성,45,Yes,Yes,1,4,Yes,계좌이체,No,No,Yes,Yes,25,2015-05-01,2022-01-01,No,27,,4499,4,38530,2015-05-01,2022-01-01,80,6980000,6,2GB 이상 3GB 미만,87250.0
C-11548,남성,48,Yes,No,0,3,Yes,신용카드,No,No,Yes,Yes,11,2019-11-01,2022-01-01,No,36,,3516,3,24970,2019-11-01,2022-01-01,26,2030800,2,1GB 이상 2GB 미만,78107.69230769231
